['riven', 'leesin', 'leblanc', 'ezreal', 'leona', 'jayce', 'olaf', 'sylas', 'ashe', 'blitzcrank', 'red']
['riven', 'nidalee', 'seraphine', 'kaisa', 'thresh', 'camille', 'vayne', 'nunu', 'garen', 'xerath', 'blue']
['velkoz', 'ashe', 'vayne', 'malphite', 'annie', 'kaisa', 'sylas', 'kassadin', 'maokai', 'garen', 'blue']
['kalista', 'sett', 'viego', 'draven', 'sylas', 'aphelios', 'karthus', 'qiyana', 'gwen', 'blitzcrank', 'blue']
['sona', 'yuumi', 'kaisa', 'nidalee', 'samira', 'twitch', 'drmundo', 'garen', 'thresh', 'aatrox', 'red']
['aatrox', 'nidalee', 'yasuo', 'ezreal', 'zilean', 'xerath', 'khazix', 'yone', 'caitlyn', 'camille', 'blue']
['sett', 'nocturne', 'ryze', 'sivir', 'lulu', 'akali', 'elise', 'twistedfate', 'senna', 'maokai', 'blue']
['teemo', 'xinzhao', 'samira', 'galio', 'lux', 'viego', 'nautilus', 'samira', 'katarina', 'sylas', 'red']
['kayle', 'kayn', 'talon', 'jhin', 'yuumi', 'gwen', 'graves', 'yasuo', 'ezreal', 'karma', 'red']
['ornn', 'nidalee', 'corki', 'kaisa', 'leona', 'jayce', 'poppy', 'viktor', 'missfortune', 'pyke', 'blue']
['nocturne', 'malphite', 'lux', 'rengar', 'morgana', 'aurelionsol', 'senna', 'nautilus', 'lucian', 'brand', 'blue']
['leesin', 'diana', 'ryze', 'aphelios', 'alistar', 'pantheon', 'rumble', 'xinzhao', 'kaisa', 'blitzcrank', 'red']
['wukong', 'nocturne', 'sylas', 'lucian', 'brand', 'heimerdinger', 'elise', 'zed', 'ezreal', 'karma', 'red']
['jax', 'graves', 'karma', 'ezreal', 'qiyana', 'garen', 'kindred', 'ryze', 'jhin', 'morgana', 'blue']
['irelia', 'nidalee', 'galio', 'kaisa', 'blitzcrank', 'fiora', 'hecarim', 'akali', 'caitlyn', 'morgana', 'red']
['rell', 'garen', 'seraphine', 'xayah', 'taliyah', 'camille', 'nidalee', 'twitch', 'jinx', 'rakan', 'blue']
['taliyah', 'annie', 'amumu', 'diana', 'malphite', 'seraphine', 'maokai', 'malzahar', 'jhin', 'twistedfate', 'red']
['sion', 'leesin', 'anivia', 'jinx', 'thresh', 'sett', 'skarner', 'talon', 'kaisa', 'alistar', 'red']
['irelia', 'wukong', 'twistedfate', 'vayne', 'leona', 'quinn', 'udyr', 'sylas', 'ezreal', 'nautilus', 'blue']
['garen', 'poppy', 'yasuo', 'kaisa', 'swain', 'fiora', 'morgana', 'nocturne', 'samira', 'shaco', 'red']
['renekton', 'fiddlesticks', 'soraka', 'kaisa', 'leona', 'wukong', 'nidalee', 'leblanc', 'missfortune', 'lux', 'red']
['lucian', 'udyr', 'zed', 'kaisa', 'pantheon', 'irelia', 'leesin', 'akali', 'tristana', 'karma', 'red']
['rengar', 'diana', 'qiyana', 'ezreal', 'lulu', 'sett', 'zac', 'sylas', 'tristana', 'ashe', 'red']
['teemo', 'fiddlesticks', 'kogmaw', 'vayne', 'ezreal', 'caitlyn', 'rengar', 'jayce', 'wukong', 'yone', 'red']
['nasus', 'rengar', 'leblanc', 'lucian', 'senna', 'gwen', 'leesin', 'yone', 'jhin', 'xerath', 'blue']
['veigar', 'xinzhao', 'talon', 'kaisa', 'morgana', 'samira', 'wukong', 'akali', 'leesin', 'zac', 'blue']
['garen', 'shyvana', 'nidalee', 'ziggs', 'cassiopeia', 'graves', 'sivir', 'varus', 'kogmaw', 'aphelios', 'blue']
['gwen', 'evelynn', 'syndra', 'tristana', 'yuumi', 'sett', 'khazix', 'zoe', 'kaisa', 'pyke', 'red']
['tryndamere', 'amumu', 'talon', 'ezreal', 'morgana', 'volibear', 'kindred', 'katarina', 'caitlyn', 'soraka', 'red']
['ornn', 'zac', 'jayce', 'ezreal', 'rell', 'nasus', 'xinzhao', 'yasuo', 'jhin', 'pyke', 'red']
['chogath', 'trundle', 'kindred', 'missfortune', 'nautilus', 'diana', 'jhin', 'aatrox', 'yone', 'varus', 'blue']
['leesin', 'darius', 'malphite', 'diana', 'urgot', 'twistedfate', 'masteryi', 'nautilus', 'thresh', 'samira', 'red']
['sylas', 'nocturne', 'lucian', 'kaisa', 'yuumi', 'jayce', 'kindred', 'talon', 'ezreal', 'karma', 'blue']
['renekton', 'jarvaniv', 'katarina', 'vayne', 'thresh', 'kalista', 'masteryi', 'nasus', 'kaisa', 'leona', 'blue']
['mordekaiser', 'reksai', 'viktor', 'jhin', 'leona', 'sett', 'wukong', 'yasuo', 'caitlyn', 'thresh', 'blue']
['fiora', 'graves', 'leblanc', 'samira', 'rakan', 'sett', 'leesin', 'sylas', 'ezreal', 'nautilus', 'red']
['ezreal', 'lux', 'masteryi', 'leesin', 'zed', 'ezreal', 'nasus', 'ryze', 'alistar', 'galio', 'blue']
['graves', 'viktor', 'swain', 'akali', 'fiddlesticks', 'sett', 'rumble', 'zyra', 'orianna', 'ezreal', 'blue']
['lucian', 'xinzhao', 'viktor', 'senna', 'tahmkench', 'garen', 'zac', 'yasuo', 'aphelios', 'lulu', 'red']
['shaco', 'teemo', 'viego', 'malphite', 'velkoz', 'ashe', 'aphelios', 'nidalee', 'sejuani', 'pyke', 'red']
['nasus', 'jarvaniv', 'ryze', 'jhin', 'senna', 'camille', 'graves', 'anivia', 'kaisa', 'xerath', 'blue']
['varus', 'samira', 'ekko', 'nautilus', 'darius', 'drmundo', 'senna', 'zac', 'aatrox', 'veigar', 'blue']
['riven', 'elise', 'galio', 'tristana', 'lulu', 'ahri', 'masteryi', 'nocturne', 'kaisa', 'nami', 'red']
['kennen', 'renekton', 'viego', 'senna', 'nidalee', 'leesin', 'nunu', 'yone', 'tristana', 'alistar', 'red']
['draven', 'karthus', 'katarina', 'velkoz', 'lux', 'thresh', 'mordekaiser', 'annie', 'jinx', 'chogath', 'blue']
['irelia', 'kayn', 'sylas', 'samira', 'rell', 'jayce', 'rengar', 'akali', 'vayne', 'janna', 'red']
['aatrox', 'graves', 'yone', 'vayne', 'thresh', 'gwen', 'leesin', 'zac', 'ezreal', 'zilean', 'red']
['nidalee', 'akali', 'varus', 'drmundo', 'samira', 'ashe', 'kogmaw', 'swain', 'amumu', 'olaf', 'blue']
['volibear', 'hecarim', 'leblanc', 'zyra', 'tahmkench', 'teemo', 'graves', 'orianna', 'ziggs', 'xerath', 'blue']
['darius', 'wukong', 'leblanc', 'ezreal', 'galio', 'sylas', 'volibear', 'yasuo', 'kaisa', 'missfortune', 'blue']
['malphite', 'leesin', 'akali', 'ezreal', 'blitzcrank', 'teemo', 'hecarim', 'ekko', 'tahmkench', 'senna', 'blue']
['missfortune', 'varus', 'sion', 'ashe', 'kalista', 'renekton', 'leona', 'ekko', 'fizz', 'soraka', 'blue']
['teemo', 'jax', 'yone', 'samira', 'maokai', 'gwen', 'masteryi', 'akali', 'jinx', 'nami', 'blue']
['kled', 'xinzhao', 'diana', 'samira', 'janna', 'gnar', 'ekko', 'sylas', 'kaisa', 'leona', 'blue']
['ezreal', 'taliyah', 'nocturne', 'xinzhao', 'pantheon', 'sylas', 'zac', 'orianna', 'swain', 'xerath', 'red']
['jax', 'zac', 'galio', 'tristana', 'thresh', 'leesin', 'nidalee', 'renekton', 'ezreal', 'zyra', 'red']
['sett', 'leesin', 'sylas', 'ezreal', 'xerath', 'illaoi', 'warwick', 'twistedfate', 'vayne', 'velkoz', 'red']
['viego', 'kayn', 'katarina', 'aphelios', 'sion', 'aatrox', 'leesin', 'qiyana', 'kalista', 'anivia', 'blue']
['rumble', 'shaco', 'viego', 'kalista', 'lulu', 'thresh', 'leesin', 'yasuo', 'ezreal', 'wukong', 'blue']
['riven', 'nocturne', 'leblanc', 'ezreal', 'thresh', 'renekton', 'leesin', 'ahri', 'jhin', 'galio', 'blue']
['mordekaiser', 'nunu', 'sylas', 'ezreal', 'karma', 'wukong', 'poppy', 'zed', 'tristana', 'blitzcrank', 'blue']
['wukong', 'elise', 'galio', 'kaisa', 'brand', 'renekton', 'graves', 'katarina', 'aphelios', 'lulu', 'blue']
['leesin', 'yasuo', 'leblanc', 'aphelios', 'amumu', 'missfortune', 'varus', 'ornn', 'wukong', 'mordekaiser', 'red']
['lulu', 'azir', 'lux', 'garen', 'graves', 'zilean', 'karma', 'maokai', 'samira', 'qiyana', 'blue']
['trundle', 'evelynn', 'zed', 'samira', 'pyke', 'kennen', 'nidalee', 'thresh', 'kaisa', 'galio', 'blue']
['sett', 'swain', 'leesin', 'senna', 'akali', 'senna', 'ivern', 'kayle', 'ezreal', 'zoe', 'blue']
['jinx', 'nunu', 'yuumi', 'nocturne', 'alistar', 'rengar', 'jhin', 'nami', 'graves', 'garen', 'blue']
['jayce', 'rammus', 'leblanc', 'jhin', 'janna', 'jinx', 'renekton', 'elise', 'maokai', 'kassadin', 'red']
['vayne', 'ekko', 'yone', 'kaisa', 'thresh', 'ornn', 'leesin', 'galio', 'tristana', 'alistar', 'red']
['garen', 'hecarim', 'ekko', 'lucian', 'alistar', 'akali', 'elise', 'yone', 'kaisa', 'leona', 'red']
['lucian', 'senna', 'shaco', 'gragas', 'heimerdinger', 'ryze', 'tahmkench', 'ezreal', 'yone', 'volibear', 'red']
['warwick', 'viego', 'zed', 'kaisa', 'lux', 'aatrox', 'ekko', 'sylas', 'ezreal', 'thresh', 'blue']
['warwick', 'galio', 'ezreal', 'akali', 'sett', 'vladimir', 'sylas', 'viktor', 'sett', 'azir', 'blue']
['singed', 'kayn', 'talon', 'kaisa', 'blitzcrank', 'fiora', 'nidalee', 'zed', 'aphelios', 'sett', 'red']
['leesin', 'lillia', 'sylas', 'ezreal', 'lulu', 'renekton', 'elise', 'malzahar', 'draven', 'sett', 'blue']
['caitlyn', 'akali', 'nocturne', 'yasuo', 'seraphine', 'samira', 'yone', 'pantheon', 'volibear', 'tahmkench', 'blue']
['karthus', 'ezreal', 'twitch', 'bard', 'anivia', 'brand', 'sona', 'vladimir', 'graves', 'sion', 'red']
['mordekaiser', 'aatrox', 'ezreal', 'seraphine', 'pantheon', 'ashe', 'yasuo', 'xerath', 'sylas', 'kayn', 'blue']
['varus', 'hecarim', 'kaisa', 'orianna', 'morgana', 'draven', 'sona', 'anivia', 'caitlyn', 'soraka', 'blue']
['darius', 'kindred', 'akali', 'vayne', 'nautilus', 'riven', 'elise', 'sylas', 'alistar', 'samira', 'red']
['sylas', 'leesin', 'zed', 'kaisa', 'braum', 'karma', 'nocturne', 'viego', 'ezreal', 'sett', 'red']
['sett', 'kindred', 'akali', 'jinx', 'leona', 'ornn', 'kayn', 'jax', 'tristana', 'trundle', 'red']
['illaoi', 'ekko', 'yone', 'jhin', 'karma', 'mordekaiser', 'leesin', 'sett', 'aphelios', 'leona', 'blue']
['leesin', 'lucian', 'samira', 'galio', 'malphite', 'qiyana', 'blitzcrank', 'sett', 'ashe', 'graves', 'red']
['corki', 'twitch', 'wukong', 'renekton', 'chogath', 'pyke', 'soraka', 'nunu', 'fiora', 'kayn', 'blue']
['sylas', 'missfortune', 'aphelios', 'alistar', 'taliyah', 'urgot', 'morgana', 'jinx', 'akali', 'malphite', 'blue']
['kled', 'ekko', 'zed', 'jinx', 'lux', 'ornn', 'wukong', 'yasuo', 'thresh', 'ashe', 'red']
['nasus', 'leesin', 'kassadin', 'kaisa', 'lulu', 'trundle', 'xinzhao', 'viktor', 'kalista', 'morgana', 'blue']
['fiora', 'elise', 'talon', 'jhin', 'xerath', 'singed', 'shaco', 'galio', 'ezreal', 'blitzcrank', 'blue']
['malphite', 'fiddlesticks', 'yasuo', 'ezreal', 'sett', 'quinn', 'gragas', 'kennen', 'samira', 'nautilus', 'red']
['garen', 'jhin', 'pantheon', 'poppy', 'xerath', 'irelia', 'khazix', 'lucian', 'jayce', 'maokai', 'blue']
['shyvana', 'leesin', 'swain', 'caitlyn', 'lucian', 'riven', 'rumble', 'yasuo', 'ezreal', 'blitzcrank', 'red']
['qiyana', 'kindred', 'nasus', 'ashe', 'alistar', 'sylas', 'shaco', 'leblanc', 'xayah', 'pantheon', 'blue']
['riven', 'elise', 'wukong', 'jinx', 'pyke', 'camille', 'udyr', 'pantheon', 'tristana', 'alistar', 'red']
['kalista', 'velkoz', 'sivir', 'renekton', 'heimerdinger', 'samira', 'jarvaniv', 'chogath', 'senna', 'lucian', 'blue']
['sylas', 'leesin', 'yasuo', 'caitlyn', 'brand', 'gnar', 'nidalee', 'yone', 'ezreal', 'yuumi', 'blue']
['akali', 'graves', 'sylas', 'ashe', 'swain', 'blitzcrank', 'leesin', 'lucian', 'ezreal', 'aatrox', 'red']
['aatrox', 'nidalee', 'diana', 'tristana', 'nautilus', 'singed', 'leesin', 'zed', 'xayah', 'alistar', 'red']
['renekton', 'khazix', 'sion', 'kogmaw', 'lulu', 'kalista', 'kayn', 'katarina', 'xayah', 'lux', 'red']
['lux', 'tahmkench', 'amumu', 'camille', 'vi', 'annie', 'kayn', 'caitlyn', 'samira', 'twitch', 'blue']
['hecarim', 'nautilus', 'aatrox', 'xayah', 'jax', 'yone', 'singed', 'teemo', 'ekko', 'malphite', 'red']
['irelia', 'diana', 'sylas', 'kaisa', 'nautilus', 'wukong', 'taliyah', 'jayce', 'ezreal', 'thresh', 'red']
['wukong', 'hecarim', 'orianna', 'kayle', 'teemo', 'udyr', 'jarvaniv', 'draven', 'xerath', 'samira', 'blue']
['tristana', 'syndra', 'ezreal', 'warwick', 'ashe', 'zilean', 'nautilus', 'taliyah', 'zed', 'teemo', 'red']
['shen', 'viego', 'akali', 'aphelios', 'alistar', 'malphite', 'nunu', 'yasuo', 'varus', 'leona', 'red']
['sett', 'fiddlesticks', 'nunu', 'ezreal', 'senna', 'jax', 'elise', 'talon', 'samira', 'rakan', 'blue']
['darius', 'xinzhao', 'blitzcrank', 'ezreal', 'katarina', 'aatrox', 'graves', 'kassadin', 'jhin', 'xerath', 'blue']
['sett', 'zac', 'lucian', 'kaisa', 'sylas', 'illaoi', 'nidalee', 'jax', 'tristana', 'xerath', 'blue']
['sett', 'xinzhao', 'seraphine', 'kaisa', 'nautilus', 'ornn', 'jax', 'sylas', 'ezreal', 'rell', 'red']
['sett', 'zac', 'talon', 'kaisa', 'blitzcrank', 'drmundo', 'leesin', 'malphite', 'tristana', 'alistar', 'red']
['sylas', 'rammus', 'twistedfate', 'missfortune', 'nautilus', 'tahmkench', 'skarner', 'ahri', 'jinx', 'thresh', 'red']
['sett', 'graves', 'leblanc', 'vayne', 'leona', 'poppy', 'elise', 'twistedfate', 'kogmaw', 'lulu', 'red']
['samira', 'nasus', 'rell', 'leesin', 'orianna', 'viego', 'drmundo', 'karthus', 'yuumi', 'samira', 'blue']
['shen', 'graves', 'yasuo', 'jhin', 'lulu', 'poppy', 'evelynn', 'sylas', 'tristana', 'nunu', 'red']
['riven', 'zac', 'talon', 'ezreal', 'pyke', 'gnar', 'leesin', 'sylas', 'missfortune', 'leona', 'blue']
['zoe', 'varus', 'orianna', 'syndra', 'teemo', 'karma', 'sejuani', 'velkoz', 'kaisa', 'kayle', 'red']
['shyvana', 'samira', 'teemo', 'varus', 'kalista', 'jinx', 'maokai', 'vladimir', 'sylas', 'malphite', 'red']
['ekko', 'karma', 'ezreal', 'jayce', 'twistedfate', 'sylas', 'aatrox', 'rumble', 'kaisa', 'nautilus', 'red']
['xerath', 'garen', 'jinx', 'lux', 'tristana', 'karma', 'soraka', 'samira', 'missfortune', 'quinn', 'blue']
['samira', 'masteryi', 'teemo', 'viego', 'xinzhao', 'kaisa', 'riven', 'zilean', 'ezreal', 'azir', 'red']
['shen', 'warwick', 'zoe', 'jhin', 'soraka', 'sett', 'amumu', 'leblanc', 'samira', 'maokai', 'red']
['wukong', 'elise', 'zoe', 'ezreal', 'maokai', 'ornn', 'fiddlesticks', 'viktor', 'varus', 'pantheon', 'blue']
['illaoi', 'lillia', 'viego', 'tristana', 'senna', 'riven', 'leesin', 'cassiopeia', 'ezreal', 'lulu', 'red']
['sett', 'nidalee', 'leesin', 'samira', 'leona', 'urgot', 'khazix', 'sylas', 'ezreal', 'karma', 'red']
['darius', 'nunu', 'yone', 'kaisa', 'pyke', 'fiora', 'masteryi', 'katarina', 'ezreal', 'thresh', 'red']
['yone', 'diana', 'viego', 'lucian', 'pyke', 'akali', 'reksai', 'ahri', 'samira', 'leona', 'red']
['ornn', 'nidalee', 'twistedfate', 'vayne', 'lulu', 'mordekaiser', 'leesin', 'sylas', 'ezreal', 'bard', 'blue']
['zed', 'jhin', 'katarina', 'karthus', 'nautilus', 'missfortune', 'galio', 'malphite', 'darius', 'zyra', 'red']
['leesin', 'pyke', 'gwen', 'lucian', 'ezreal', 'nidalee', 'xerath', 'aatrox', 'blitzcrank', 'lucian', 'red']
['teemo', 'elise', 'sylas', 'ezreal', 'blitzcrank', 'fiora', 'kindred', 'yone', 'tristana', 'seraphine', 'red']
['mordekaiser', 'graves', 'darius', 'kaisa', 'bard', 'wukong', 'nidalee', 'qiyana', 'tristana', 'taric', 'red']
['camille', 'leesin', 'fizz', 'ezreal', 'sona', 'jax', 'graves', 'sylas', 'samira', 'rakan', 'red']
['darius', 'malzahar', 'missfortune', 'fiddlesticks', 'jhin', 'caitlyn', 'jinx', 'annie', 'sion', 'gwen', 'red']
['ezreal', 'lux', 'aatrox', 'garen', 'zoe', 'gwen', 'leesin', 'kaisa', 'sylas', 'maokai', 'red']
['zoe', 'yuumi', 'aatrox', 'renekton', 'jinx', 'bard', 'rengar', 'camille', 'lulu', 'illaoi', 'red']
['leesin', 'warwick', 'nunu', 'ezreal', 'thresh', 'singed', 'udyr', 'zed', 'vayne', 'shaco', 'red']
['renekton', 'xinzhao', 'sylas', 'varus', 'heimerdinger', 'sett', 'taliyah', 'zilean', 'samira', 'leona', 'blue']
['khazix', 'aatrox', 'sylas', 'ezreal', 'bard', 'wukong', 'yasuo', 'ashe', 'zyra', 'leona', 'red']
['leesin', 'hecarim', 'ekko', 'xayah', 'nami', 'sett', 'diana', 'talon', 'caitlyn', 'xerath', 'blue']
['anivia', 'orianna', 'singed', 'warwick', 'jhin', 'nidalee', 'ashe', 'jax', 'xayah', 'seraphine', 'blue']
['sivir', 'zac', 'pantheon', 'sylas', 'blitzcrank', 'garen', 'kindred', 'ahri', 'ezreal', 'swain', 'red']
['sylas', 'wukong', 'orianna', 'missfortune', 'sett', 'shen', 'nocturne', 'qiyana', 'xerath', 'shaco', 'red']
['veigar', 'nasus', 'galio', 'bard', 'velkoz', 'missfortune', 'nunu', 'sivir', 'kindred', 'cassiopeia', 'red']
['darius', 'gragas', 'xinzhao', 'caitlyn', 'bard', 'camille', 'morgana', 'talon', 'jinx', 'thresh', 'blue']
['tryndamere', 'nocturne', 'zed', 'vayne', 'senna', 'malphite', 'leesin', 'yone', 'vladimir', 'lulu', 'red']
['warwick', 'diana', 'twistedfate', 'ezreal', 'senna', 'shen', 'morgana', 'velkoz', 'samira', 'alistar', 'blue']
['yone', 'xinzhao', 'leblanc', 'vayne', 'lulu', 'kled', 'rumble', 'sylas', 'caitlyn', 'senna', 'red']
['shen', 'kayn', 'viktor', 'ezreal', 'shaco', 'urgot', 'diana', 'jayce', 'jinx', 'seraphine', 'blue']
['vladimir', 'wukong', 'yasuo', 'ezreal', 'yuumi', 'sett', 'volibear', 'akali', 'tristana', 'swain', 'red']
['shen', 'zac', 'leblanc', 'kaisa', 'zilean', 'sylas', 'graves', 'qiyana', 'jhin', 'lux', 'red']
['gnar', 'tristana', 'lucian', 'evelynn', 'lulu', 'kaisa', 'yasuo', 'galio', 'rumble', 'brand', 'blue']
['ekko', 'brand', 'sion', 'xayah', 'kaisa', 'tahmkench', 'heimerdinger', 'veigar', 'caitlyn', 'wukong', 'blue']
['sylas', 'elise', 'viego', 'lulu', 'vayne', 'ryze', 'leesin', 'kassadin', 'kaisa', 'pyke', 'blue']
['jayce', 'taliyah', 'twistedfate', 'jinx', 'soraka', 'irelia', 'khazix', 'leesin', 'ezreal', 'leona', 'red']
['teemo', 'diana', 'khazix', 'varus', 'morgana', 'leesin', 'rumble', 'leblanc', 'aphelios', 'lulu', 'blue']
['anivia', 'viego', 'ekko', 'kogmaw', 'lulu', 'camille', 'nidalee', 'jayce', 'aphelios', 'lux', 'red']
['sett', 'elise', 'xerath', 'kaisa', 'pantheon', 'mordekaiser', 'xinzhao', 'ahri', 'ezreal', 'bard', 'red']
['evelynn', 'taliyah', 'jayce', 'xayah', 'leona', 'zed', 'elise', 'kled', 'kaisa', 'nautilus', 'blue']
['wukong', 'rammus', 'orianna', 'varus', 'blitzcrank', 'sett', 'kindred', 'zoe', 'jinx', 'heimerdinger', 'blue']
['renekton', 'zac', 'yone', 'jinx', 'soraka', 'rengar', 'xinzhao', 'sett', 'samira', 'yuumi', 'red']
['gnar', 'reksai', 'zed', 'jhin', 'morgana', 'sett', 'graves', 'jayce', 'senna', 'leona', 'red']
['drmundo', 'hecarim', 'sylas', 'ezreal', 'zilean', 'leesin', 'warwick', 'akali', 'missfortune', 'karma', 'red']
['lucian', 'rumble', 'talon', 'vayne', 'yuumi', 'sett', 'qiyana', 'katarina', 'samira', 'zyra', 'red']
['darius', 'ekko', 'wukong', 'samira', 'pantheon', 'nasus', 'rumble', 'yone', 'lucian', 'poppy', 'blue']
['camille', 'hecarim', 'lux', 'tristana', 'sona', 'wukong', 'kayn', 'talon', 'ezreal', 'blitzcrank', 'red']
['aatrox', 'poppy', 'sylas', 'ezreal', 'missfortune', 'kayle', 'leesin', 'azir', 'varus', 'maokai', 'red']
['aphelios', 'nunu', 'brand', 'shyvana', 'neeko', 'janna', 'ornn', 'leesin', 'missfortune', 'pyke', 'red']
['ziggs', 'vayne', 'jarvaniv', 'veigar', 'shen', 'heimerdinger', 'ekko', 'ezreal', 'gragas', 'blitzcrank', 'red']
['sylas', 'shyvana', 'lucian', 'ezreal', 'lux', 'maokai', 'leesin', 'xerath', 'caitlyn', 'karma', 'red']
['poppy', 'xinzhao', 'twistedfate', 'ezreal', 'shaco', 'leesin', 'shyvana', 'fizz', 'caitlyn', 'thresh', 'red']
['lucian', 'yasuo', 'talon', 'katarina', 'caitlyn', 'missfortune', 'shyvana', 'teemo', 'alistar', 'garen', 'blue']
['renekton', 'shaco', 'azir', 'missfortune', 'bard', 'aatrox', 'graves', 'anivia', 'jinx', 'lulu', 'red']
['jayce', 'leesin', 'darius', 'senna', 'sett', 'akali', 'shyvana', 'yasuo', 'ezreal', 'thresh', 'blue']
['mordekaiser', 'leesin', 'ezreal', 'samira', 'pyke', 'maokai', 'fiddlesticks', 'qiyana', 'vayne', 'brand', 'red']
['mordekaiser', 'sejuani', 'tryndamere', 'kaisa', 'yuumi', 'shen', 'elise', 'wukong', 'ezreal', 'alistar', 'red']
['tryndamere', 'elise', 'katarina', 'sivir', 'thresh', 'heimerdinger', 'kayn', 'lux', 'senna', 'tahmkench', 'red']
['irelia', 'nidalee', 'zed', 'varus', 'bard', 'sett', 'masteryi', 'jayce', 'tristana', 'alistar', 'blue']
['leesin', 'shaco', 'taliyah', 'lissandra', 'jhin', 'sett', 'diana', 'vayne', 'jinx', 'lulu', 'blue']
['sett', 'nunu', 'renekton', 'samira', 'twitch', 'singed', 'leesin', 'zed', 'vayne', 'lulu', 'red']
['varus', 'senna', 'ryze', 'blitzcrank', 'gangplank', 'vladimir', 'caitlyn', 'brand', 'karthus', 'trundle', 'red']
['malphite', 'jarvaniv', 'xerath', 'kaisa', 'alistar', 'kled', 'leesin', 'yasuo', 'ezreal', 'tahmkench', 'blue']
['viego', 'amumu', 'kassadin', 'missfortune', 'bard', 'wukong', 'ekko', 'malzahar', 'jinx', 'pyke', 'blue']
['aatrox', 'rumble', 'yasuo', 'varus', 'pantheon', 'poppy', 'leesin', 'twistedfate', 'ezreal', 'nautilus', 'red']
['malzahar', 'ekko', 'samira', 'jarvaniv', 'masteryi', 'morgana', 'rell', 'twitch', 'camille', 'teemo', 'red']
['mordekaiser', 'xinzhao', 'yasuo', 'ezreal', 'pyke', 'volibear', 'shaco', 'zed', 'lucian', 'yuumi', 'red']
['nidalee', 'akali', 'zed', 'ezreal', 'leona', 'teemo', 'warwick', 'lucian', 'vayne', 'alistar', 'red']
['kayn', 'sylas', 'sett', 'senna', 'missfortune', 'yone', 'lucian', 'ornn', 'kayn', 'blitzcrank', 'red']
['riven', 'aurelionsol', 'shaco', 'jinx', 'morgana', 'xerath', 'malphite', 'brand', 'ezreal', 'lulu', 'blue']
['shen', 'sett', 'kaisa', 'rengar', 'nidalee', 'jayce', 'leesin', 'leblanc', 'vayne', 'lulu', 'blue']
['ornn', 'sett', 'yone', 'viego', 'samira', 'ekko', 'teemo', 'sylas', 'samira', 'lillia', 'blue']
['zed', 'sett', 'kled', 'sion', 'twistedfate', 'malzahar', 'ashe', 'karma', 'zoe', 'tristana', 'blue']
['jayce', 'xinzhao', 'viktor', 'kaisa', 'karma', 'kled', 'wukong', 'lulu', 'kogmaw', 'morgana', 'blue']
['camille', 'elise', 'cassiopeia', 'ezreal', 'pantheon', 'gwen', 'poppy', 'vladimir', 'jinx', 'lulu', 'red']
['riven', 'evelynn', 'zed', 'ezreal', 'leona', 'gangplank', 'xinzhao', 'akali', 'swain', 'blitzcrank', 'blue']
['varus', 'irelia', 'galio', 'veigar', 'xerath', 'neeko', 'sivir', 'yasuo', 'nunu', 'brand', 'blue']
['sett', 'poppy', 'viego', 'samira', 'leona', 'renekton', 'xinzhao', 'katarina', 'jhin', 'xerath', 'blue']
['shen', 'poppy', 'zed', 'lucian', 'blitzcrank', 'urgot', 'nidalee', 'sett', 'ezreal', 'leona', 'red']
['sett', 'nidalee', 'pantheon', 'tristana', 'blitzcrank', 'ryze', 'karthus', 'zed', 'vayne', 'lulu', 'blue']
['poppy', 'karthus', 'tristana', 'twitch', 'leona', 'pantheon', 'zac', 'katarina', 'jinx', 'thresh', 'blue']
['darius', 'graves', 'twistedfate', 'kaisa', 'nautilus', 'illaoi', 'leesin', 'yasuo', 'varus', 'xerath', 'blue']
['leesin', 'ornn', 'gragas', 'yasuo', 'xerath', 'gwen', 'samira', 'braum', 'yone', 'rumble', 'blue']
['fiora', 'graves', 'senna', 'lux', 'ashe', 'shyvana', 'viego', 'malphite', 'tristana', 'maokai', 'red']
['vladimir', 'kindred', 'yone', 'ashe', 'karma', 'leesin', 'viego', 'sylas', 'kaisa', 'leona', 'red']
['leesin', 'graves', 'jayce', 'yone', 'morgana', 'nocturne', 'ezreal', 'ryze', 'morgana', 'irelia', 'red']
['aatrox', 'gragas', 'garen', 'ezreal', 'thresh', 'gwen', 'trundle', 'talon', 'kaisa', 'senna', 'blue']
['yone', 'teemo', 'leesin', 'ezreal', 'thresh', 'chogath', 'garen', 'akali', 'samira', 'pyke', 'blue']
['sett', 'hecarim', 'zed', 'caitlyn', 'lulu', 'aatrox', 'nidalee', 'irelia', 'ezreal', 'yuumi', 'blue']
['teemo', 'ekko', 'leblanc', 'ezreal', 'blitzcrank', 'fiora', 'khazix', 'twistedfate', 'vayne', 'zac', 'red']
['ornn', 'rumble', 'irelia', 'varus', 'yuumi', 'azir', 'reksai', 'anivia', 'ezreal', 'nami', 'red']
['aatrox', 'malzahar', 'lux', 'lucian', 'malphite', 'galio', 'twistedfate', 'jinx', 'pantheon', 'sivir', 'blue']
['sett', 'taliyah', 'orianna', 'ezreal', 'nautilus', 'mordekaiser', 'leesin', 'viego', 'kaisa', 'alistar', 'blue']
